cod_mun,municipio,cod_dep,departamento,lat,lon
86569,PUERTO CAICEDO,86,PUTUMAYO,0.7215,-76.48185
86568,PUERTO ASÍS,86,PUTUMAYO,0.47659,-76.32856
86571,PUERTO GUZMÁN,86,PUTUMAYO,0.74917,-75.87876
86573,PUERTO LEGUÍZAMO,86,PUTUMAYO,0.05666,-75.06248
52683,SANDONÁ,52,NARIÑO,1.29016,-77.4614
52685,SAN BERNARDO,52,NARIÑO,1.528,-77.01174
52687,SAN LORENZO,52,NARIÑO,1.5461,-77.21877
52560,POTOSÍ,52,NARIÑO,0.72192,-77.42234
52693,SAN PABLO,52,NARIÑO,1.68747,-76.98131
52565,PROVIDENCIA,52,NARIÑO,1.22745,-77.60088
52694,SAN PEDRO DE CARTAGO,52,NARIÑO,1.52347,-77.09699
52573,PUERRES,52,NARIÑO,0.82626,-77.31973
52699,SANTACRUZ,52,NARIÑO,1.2796,-77.74257
52585,PUPIALES,52,NARIÑO,0.92296,-77.62656
52678,SAMANIEGO,52,NARIÑO,1.42651,-77.69037
52207,CONSACÁ,52,NARIÑO,1.2115,-77.44223
52210,CONTADERO,52,NARIÑO,0.93148,-77.52634
52215,CÓRDOBA,52,NARIÑO,0.76748,-77.3562
52001,PASTO,52,NARIÑO,1.08699,-77.20543
52019,ALBÁN,52,NARIÑO,1.47994,-77.06759
52022,ALDANA,52,NARIÑO,0.90085,-77.69226
52224,CUASPUD CARLOSAMA,52,NARIÑO,0.87049,-77.73357
52036,ANCUYA,52,NARIÑO,1.25647,-77.52929
52051,ARBOLEDA,52,NARIÑO,1.47836,-77.13308
52083,BELÉN,52,NARIÑO,1.58503,-77.04209
52110,BUESACO,52,NARIÑO,1.31303,-77.11433
52203,COLÓN,52,NARIÑO,1.63477,-77.03997
52480,NARIÑO,52,NARIÑO,1.2762,-77.35438
52506,OSPINA,52,NARIÑO,1.03107,-77.5544
52720,SAPUYES,52,NARIÑO,1.03278,-77.67827
52786,TAMINANGO,52,NARIÑO,1.59125,-77.32568
52788,TANGUA,52,NARIÑO,1.07343,-77.34872
52240,CHACHAGÜÍ,52,NARIÑO,1.40352,-77.26956
52254,EL PEÑOL,52,NARIÑO,1.52156,-77.43187
52258,EL TABLÓN DE GÓMEZ,52,NARIÑO,1.40292,-76.98678
52838,TÚQUERRES,52,NARIÑO,1.13315,-77.62656
52411,LINARES,52,NARIÑO,1.39265,-77.51904
52885,YACUANQUER,52,NARIÑO,1.12672,-77.42387
52435,MALLAMA,52,NARIÑO,1.15511,-77.84885
52378,LA CRUZ,52,NARIÑO,1.58777,-76.92809
52381,LA FLORIDA,52,NARIÑO,1.32257,-77.38225
52260,EL TAMBO,52,NARIÑO,1.42533,-77.39117
52287,FUNES,52,NARIÑO,0.91889,-77.33263
52317,GUACHUCAL,52,NARIÑO,0.96969,-77.73632
52399,LA UNIÓN,52,NARIÑO,1.61508,-77.13181
52320,GUAITARILLA,52,NARIÑO,1.15676,-77.53028
52405,LEIVA,52,NARIÑO,1.93641,-77.31364
52323,GUALMATÁN,52,NARIÑO,0.92746,-77.57053
52352,ILES,52,NARIÑO,0.98364,-77.52377
52354,IMUÉS,52,NARIÑO,1.0712,-77.50195
52356,IPIALES,52,NARIÑO,0.5627,-77.37299
52227,CUMBAL,52,NARIÑO,0.94331,-77.95604
52233,CUMBITARA,52,NARIÑO,1.73351,-77.59826
52256,EL ROSARIO,52,NARIÑO,1.84567,-77.4384
52385,LA LLANADA,52,NARIÑO,1.55101,-77.70706
52418,LOS ANDES,52,NARIÑO,1.67216,-77.70683
52540,POLICARPA,52,NARIÑO,1.72971,-77.47783
52612,RICAURTE,52,NARIÑO,1.20214,-78.04697
52079,BARBACOAS,52,NARIÑO,1.44612,-78.15626
52250,EL CHARCO,52,NARIÑO,2.185,-77.79984
52390,LA TOLA,52,NARIÑO,2.42938,-78.20961
52427,MAGÜÍ,52,NARIÑO,1.90597,-78.04744
52473,MOSQUERA,52,NARIÑO,2.4385,-78.43925
52490,OLAYA HERRERA,52,NARIÑO,2.29059,-78.29453
52520,FRANCISCO PIZARRO,52,NARIÑO,2.1029,-78.59339
52621,ROBERTO PAYÁN,52,NARIÑO,1.91933,-78.38343
52696,SANTA BÁRBARA,52,NARIÑO,2.29912,-77.87426
94001,INÍRIDA,94,GUAINÍA,3.32037,-68.45661
94343,BARRANCOMINAS,94,GUAINÍA,3.31154,-69.39733
94663,MAPIRIPANA,94,GUAINÍA,2.80588,-70.26701
94883,SAN FELIPE,94,GUAINÍA,2.15275,-67.34077
94884,PUERTO COLOMBIA,94,GUAINÍA,2.50903,-68.20742
94885,LA GUADALUPE,94,GUAINÍA,1.40071,-67.00224
94886,CACAHUAL,94,GUAINÍA,3.38905,-67.58475
94887,PANA PANA,94,GUAINÍA,1.97884,-69.11307
94888,MORICHAL,94,GUAINÍA,2.41776,-69.83761
99624,SANTA ROSALÍA,99,VICHADA,4.97728,-70.65253
99001,PUERTO CARREÑO,99,VICHADA,5.83697,-68.14087
99524,LA PRIMAVERA,99,VICHADA,5.51971,-69.60993
99773,CUMARIBO,99,VICHADA,4.26051,-69.52332
85001,YOPAL,85,CASANARE,5.24486,-72.25929
85010,AGUAZUL,85,CASANARE,5.13099,-72.54872
85015,CHÁMEZA,85,CASANARE,5.22919,-72.86413
85136,LA SALINA,85,CASANARE,6.17647,-72.34925
85139,MANÍ,85,CASANARE,4.67445,-72.21095
85162,MONTERREY,85,CASANARE,4.84401,-72.84904
85225,NUNCHÍA,85,CASANARE,5.53438,-72.09789
85230,OROCUÉ,85,CASANARE,4.91464,-71.59868
85263,PORE,85,CASANARE,5.65911,-71.91727
85279,RECETOR,85,CASANARE,5.25951,-72.77018
85300,SABANALARGA,85,CASANARE,4.80217,-72.9946
85315,SÁCAMA,85,CASANARE,6.05273,-72.18899
85325,SAN LUIS DE PALENQUE,85,CASANARE,5.23139,-71.5908
85400,TÁMARA,85,CASANARE,5.87733,-72.20518
85410,TAURAMENA,85,CASANARE,4.70133,-72.63124
85430,TRINIDAD,85,CASANARE,5.36504,-71.18385
85440,VILLANUEVA,85,CASANARE,4.53034,-72.82131
85125,HATO COROZAL,85,CASANARE,6.10847,-71.12707
85250,PAZ DE ARIPORO,85,CASANARE,5.77918,-70.86849
91001,LETICIA,91,AMAZONAS,-3.52844,-70.04584
91263,EL ENCANTO,91,AMAZONAS,-1.99358,-72.726
91405,LA CHORRERA,91,AMAZONAS,-1.24151,-72.7609
91407,LA PEDRERA,91,AMAZONAS,-1.42811,-70.03964
91430,LA VICTORIA,91,AMAZONAS,-0.12633,-71.09875
91460,MIRITÍ - PARANÁ,91,AMAZONAS,-0.68547,-71.18587
91530,PUERTO ALEGRÍA,91,AMAZONAS,-0.95307,-73.7538
91536,PUERTO ARICA,91,AMAZONAS,-1.90691,-71.14842
91540,PUERTO NARIÑO,91,AMAZONAS,-3.62849,-70.47263
91669,PUERTO SANTANDER,91,AMAZONAS,-1.10004,-71.94315
91798,TARAPACÁ,91,AMAZONAS,-2.4487,-70.00543
97001,MITÚ,97,VAUPÉS,1.01512,-70.41759
97161,CARURÚ,97,VAUPÉS,1.05043,-71.33472
97511,PACOA,97,VAUPÉS,0.19634,-70.93742
97666,TARAIRA,97,VAUPÉS,-0.72046,-69.90741
97777,PAPUNAHUA,97,VAUPÉS,1.6828,-70.70612
97889,YAVARATÉ,97,VAUPÉS,0.83263,-69.61868
95001,SAN JOSÉ DEL GUAVIARE,95,GUAVIARE,2.48488,-71.92216
95015,CALAMAR,95,GUAVIARE,1.61479,-73.03365
95025,EL RETORNO,95,GUAVIARE,2.08541,-71.54033
95200,MIRAFLORES,95,GUAVIARE,1.36602,-72.0195
17001,MANIZALES,17,CALDAS,5.08284,-75.52147
17013,AGUADAS,17,CALDAS,5.59657,-75.45642
17486,NEIRA,17,CALDAS,5.18467,-75.49872
17446,MARULANDA,17,CALDAS,5.22709,-75.28586
17444,MARQUETALIA,17,CALDAS,5.31155,-75.03297
17442,MARMATO,17,CALDAS,5.49659,-75.60032
17433,MANZANARES,17,CALDAS,5.23662,-75.15208
17388,LA MERCED,17,CALDAS,5.39108,-75.55724
17380,LA DORADA,17,CALDAS,5.53996,-74.71259
17272,FILADELFIA,17,CALDAS,5.28552,-75.59161
17174,CHINCHINÁ,17,CALDAS,4.99129,-75.66451
17088,BELALCÁZAR,17,CALDAS,4.99111,-75.81134
17050,ARANZAZU,17,CALDAS,5.26759,-75.46877
17042,ANSERMA,17,CALDAS,5.2023,-75.74702
17495,NORCASIA,17,CALDAS,5.64646,-74.84549
17877,VITERBO,17,CALDAS,5.05428,-75.87507
17873,VILLAMARÍA,17,CALDAS,4.93888,-75.43095
17867,VICTORIA,17,CALDAS,5.44777,-74.83556
17777,SUPÍA,17,CALDAS,5.45883,-75.64067
17665,SAN JOSÉ,17,CALDAS,5.0508,-75.82542
17662,SAMANÁ,17,CALDAS,5.54377,-74.99253
17653,SALAMINA,17,CALDAS,5.37143,-75.40607
17616,RISARALDA,17,CALDAS,5.10556,-75.76411
17541,PENSILVANIA,17,CALDAS,5.41303,-75.17131
17524,PALESTINA,17,CALDAS,5.05763,-75.67141
17513,PÁCORA,17,CALDAS,5.49902,-75.4791
17614,RIOSUCIO,17,CALDAS,5.44355,-75.74942
63001,ARMENIA,63,QUINDIO,4.49744,-75.72494
63111,BUENAVISTA,63,QUINDIO,4.37653,-75.74258
63130,CALARCÁ,63,QUINDIO,4.45832,-75.66065
63190,CIRCASIA,63,QUINDIO,4.60074,-75.6746
63212,CÓRDOBA,63,QUINDIO,4.39291,-75.64656
63272,FILANDIA,63,QUINDIO,4.67029,-75.66719
63302,GÉNOVA,63,QUINDIO,4.1781,-75.76268
63401,LA TEBAIDA,63,QUINDIO,4.43247,-75.82826
63470,MONTENEGRO,63,QUINDIO,4.52817,-75.81634
63548,PIJAO,63,QUINDIO,4.30524,-75.68839
63594,QUIMBAYA,63,QUINDIO,4.61517,-75.78904
63690,SALENTO,63,QUINDIO,4.61062,-75.52948
66001,PEREIRA,66,RISARALDA,4.78146,-75.72075
66045,APÍA,66,RISARALDA,5.12983,-75.94804
66075,BALBOA,66,RISARALDA,4.91856,-75.93891
66088,BELÉN DE UMBRÍA,66,RISARALDA,5.19865,-75.86572
66170,DOSQUEBRADAS,66,RISARALDA,4.84503,-75.67654
66318,GUÁTICA,66,RISARALDA,5.32114,-75.80217
66383,LA CELIA,66,RISARALDA,4.98872,-76.00827
66400,LA VIRGINIA,66,RISARALDA,4.91295,-75.85282
66440,MARSELLA,66,RISARALDA,4.93532,-75.75193
66456,MISTRATÓ,66,RISARALDA,5.41292,-75.95863
66572,PUEBLO RICO,66,RISARALDA,5.28414,-76.07004
66594,QUINCHÍA,66,RISARALDA,5.32189,-75.71447
66682,SANTA ROSA DE CABAL,66,RISARALDA,4.83376,-75.5473
66687,SANTUARIO,66,RISARALDA,5.04287,-75.97518
05001,MEDELLÍN,05,ANTIOQUIA,6.25672,-75.61511
05101,CIUDAD BOLÍVAR,05,ANTIOQUIA,5.83994,-76.01533
05107,BRICEÑO,05,ANTIOQUIA,7.11123,-75.55923
05113,BURITICÁ,05,ANTIOQUIA,6.80676,-75.91117
05120,CÁCERES,05,ANTIOQUIA,7.66446,-75.22509
05093,BETULIA,05,ANTIOQUIA,6.18485,-75.9522
05091,BETANIA,05,ANTIOQUIA,5.72585,-75.98801
05088,BELLO,05,ANTIOQUIA,6.36341,-75.5919
05086,BELMIRA,05,ANTIOQUIA,6.64966,-75.65621
05079,BARBOSA,05,ANTIOQUIA,6.4388,-75.33589
05059,ARMENIA,05,ANTIOQUIA,6.16749,-75.81337
05055,ARGELIA,05,ANTIOQUIA,5.70719,-75.10897
05051,ARBOLETES,05,ANTIOQUIA,8.6219,-76.41299
05044,ANZÁ,05,ANTIOQUIA,6.31092,-75.91536
05042,SANTA FÉ DE ANTIOQUIA,05,ANTIOQUIA,6.53304,-75.90379
05040,ANORÍ,05,ANTIOQUIA,7.19056,-75.10927
05038,ANGOSTURA,05,ANTIOQUIA,6.85724,-75.35951
05036,ANGELÓPOLIS,05,ANTIOQUIA,6.12481,-75.71498
05034,ANDES,05,ANTIOQUIA,5.62263,-75.92396
05031,AMALFI,05,ANTIOQUIA,6.97746,-74.97894
05030,AMAGÁ,05,ANTIOQUIA,6.03175,-75.71326
05021,ALEJANDRÍA,05,ANTIOQUIA,6.36124,-75.093
05004,ABRIAQUÍ,05,ANTIOQUIA,6.62498,-76.0873
05002,ABEJORRAL,05,ANTIOQUIA,5.80399,-75.43297
05895,ZARAGOZA,05,ANTIOQUIA,7.4681,-74.85374
05893,YONDÓ,05,ANTIOQUIA,6.92918,-74.1574
05890,YOLOMBÓ,05,ANTIOQUIA,6.64265,-74.91904
05887,YARUMAL,05,ANTIOQUIA,6.98237,-75.45392
05885,YALÍ,05,ANTIOQUIA,6.71782,-74.75718
05861,VENECIA,05,ANTIOQUIA,5.95406,-75.78565
05858,VEGACHÍ,05,ANTIOQUIA,6.83467,-74.75023
05856,VALPARAÍSO,05,ANTIOQUIA,5.65666,-75.62998
05854,VALDIVIA,05,ANTIOQUIA,7.25794,-75.40331
05842,URAMITA,05,ANTIOQUIA,6.9145,-76.12411
05837,TURBO,05,ANTIOQUIA,7.99273,-76.71865
05819,TOLEDO,05,ANTIOQUIA,7.02011,-75.71571
05809,TITIRIBÍ,05,ANTIOQUIA,6.06371,-75.79945
05792,TARSO,05,ANTIOQUIA,5.87804,-75.83359
05790,TARAZÁ,05,ANTIOQUIA,7.48127,-75.39955
05789,TÁMESIS,05,ANTIOQUIA,5.67765,-75.7102
05761,SOPETRÁN,05,ANTIOQUIA,6.52183,-75.74446
05756,SONSÓN,05,ANTIOQUIA,5.76201,-75.06519
05736,SEGOVIA,05,ANTIOQUIA,7.26589,-74.62373
05697,EL SANTUARIO,05,ANTIOQUIA,6.12259,-75.25136
05690,SANTO DOMINGO,05,ANTIOQUIA,6.48213,-75.14739
05686,SANTA ROSA DE OSOS,05,ANTIOQUIA,6.67972,-75.44069
05679,SANTA BÁRBARA,05,ANTIOQUIA,5.86995,-75.58414
05306,GIRALDO,05,ANTIOQUIA,6.66292,-75.95032
05282,FREDONIA,05,ANTIOQUIA,5.89167,-75.67936
05266,ENVIGADO,05,ANTIOQUIA,6.15441,-75.54611
05264,ENTRERRÍOS,05,ANTIOQUIA,6.59919,-75.55978
05250,EL BAGRE,05,ANTIOQUIA,7.69653,-74.66287
05240,EBÉJICO,05,ANTIOQUIA,6.32431,-75.78679
05237,DONMATÍAS,05,ANTIOQUIA,6.50583,-75.36929
05212,COPACABANA,05,ANTIOQUIA,6.35637,-75.49695
05209,CONCORDIA,05,ANTIOQUIA,6.05349,-75.8994
05206,CONCEPCIÓN,05,ANTIOQUIA,6.3735,-75.21663
05197,COCORNÁ,05,ANTIOQUIA,6.00601,-75.15088
05190,CISNEROS,05,ANTIOQUIA,6.55593,-75.08807
05172,CHIGORODÓ,05,ANTIOQUIA,7.63075,-76.63447
05154,CAUCASIA,05,ANTIOQUIA,7.86622,-75.0346
05150,CAROLINA,05,ANTIOQUIA,6.7601,-75.29873
05148,EL CARMEN DE VIBORAL,05,ANTIOQUIA,5.9858,-75.2685
05147,CAREPA,05,ANTIOQUIA,7.7842,-76.65259
05145,CARAMANTA,05,ANTIOQUIA,5.56268,-75.63257
05142,CARACOLÍ,05,ANTIOQUIA,6.34436,-74.74284
05138,CAÑASGORDAS,05,ANTIOQUIA,6.81448,-76.02895
05134,CAMPAMENTO,05,ANTIOQUIA,7.04111,-75.28033
05129,CALDAS,05,ANTIOQUIA,6.05565,-75.62865
05125,CAICEDO,05,ANTIOQUIA,6.423,-75.99162
05674,SAN VICENTE FERRER,05,ANTIOQUIA,6.31028,-75.33166
05670,SAN ROQUE,05,ANTIOQUIA,6.45176,-74.93656
05667,SAN RAFAEL,05,ANTIOQUIA,6.31176,-74.99489
05665,SAN PEDRO DE URABÁ,05,ANTIOQUIA,8.37781,-76.3153
05664,SAN PEDRO DE LOS MILAGROS,05,ANTIOQUIA,6.46603,-75.55994
05660,SAN LUIS,05,ANTIOQUIA,6.01364,-74.95648
05659,SAN JUAN DE URABÁ,05,ANTIOQUIA,8.70869,-76.53256
05658,SAN JOSÉ DE LA MONTAÑA,05,ANTIOQUIA,6.82065,-75.67675
05656,SAN JERÓNIMO,05,ANTIOQUIA,6.43365,-75.70616
05652,SAN FRANCISCO,05,ANTIOQUIA,5.87047,-74.96553
05649,SAN CARLOS,05,ANTIOQUIA,6.19593,-74.90288
05647,SAN ANDRÉS DE CUERQUÍA,05,ANTIOQUIA,6.92041,-75.67029
